,nameRest,latitudeRest,longitudeRest,rating,code
421,Medusa Grill & Bar,36.75492951518951,-95.93605177270646,1.0,OK
422,Taco Bueno,36.715761423111,-95.9350633621216,1.5,OK
423,McAlister's Deli,36.71651,-95.93452,3.0,OK
424,Taco Bell,36.74004,-95.93401,1.5,OK
425,IHOP,36.732716,-95.934279,2.5,OK
426,Chili's,36.7192,-95.93574,3.0,OK
427,Taco Mayo,36.7504851,-95.9378792,2.5,OK
428,Nuevo Laredo Cantina,33.8094340325727,-84.4367971831875,4.0,GA
429,Taquería La Oaxaqueña,33.5726816172075,-84.3707637861371,4.5,GA
430,La Pastorcita,33.84308,-84.32924,4.0,GA
431,Alma Cocina Buckhead,33.844425,-84.3710444,4.5,GA
432,El Tesoro,33.74941011022,-84.3426381424069,4.5,GA
433,Casi Cielo,33.92237,-84.378885,4.5,GA
434,Tacos & Tequilas Mexican Grill,33.7736517978508,-84.3669048859579,3.5,GA
435,El Rey del Taco,33.8970456631336,-84.2819186300039,4.0,GA
436,Tacos La Villa,33.8929143,-84.4779433,4.5,GA
437,Tacos and Tequilas Mexican Grill,33.8714052,-84.3800708,4.0,GA
438,Alebrije Mexican Cuisine,34.0011992543378,-84.0819977673897,5.0,GA
439,Moctezuma Mexican Grill,34.0966604343402,-84.2604239648368,4.5,GA
440,The Original El Taco,33.786997,-84.355746,4.0,GA
441,Las Tortas Locas,33.859923679213,-84.3089949540922,4.5,GA
442,La Parrilla Mexican Restaurant,33.8147766440452,-84.3108190682695,3.5,GA
443,No Mas! Cantina,33.74969,-84.40089,3.5,GA
444,Mi Barrio,33.7464714,-84.368782,4.0,GA
445,Bone Garden Cantina,33.7939834594727,-84.4259338378906,4.0,GA
446,Agavero Cantina - Atlanta,33.78955472512522,-84.4257514116566,4.0,GA
447,El Potro Mexican Restaurant,33.845287322998,-84.326789855957,4.0,GA
448,Little Rey,33.80799167,-84.36634667,4.0,GA
449,Botica,33.80535036744924,-84.39418199612047,4.0,GA
450,El Indio Mexican Resturante & Taqueria,33.8907423732616,-84.2126888036728,4.0,GA
451,Mercado Acapulco,33.8144712074455,-84.3529831136998,4.0,GA
452,Taqueria El Vecino,33.8239171,-84.2939897,3.5,GA
453,Tienda y Carniceria El Ejido,33.6696091,-84.4441528,4.5,GA
454,Superica,33.85995101501122,-84.381151,4.0,GA
455,Chido & Padre's,33.84248,-84.38318,3.5,GA
456,Senor Patron,33.7783548867456,-84.38512119610505,4.0,GA
457,Tuza Taco,33.7967893982086,-84.4158232212067,4.5,GA
458,Taqueria Oaxaquena De La Guelaguetza,33.86687,-84.184801,4.5,GA
459,El Bandido Mex Mex Grill,33.7633330863735,-84.3515967635537,4.0,GA
460,Alma Cocina - Downtown,33.759156314923,-84.3874444429916,4.0,GA
461,Las Costas Nayaritas,33.942616,-84.124198,4.0,GA
462,Taqueria La Carreta,33.8424612046155,-84.3268703240597,4.0,GA
463,Tin Lizzy's Cantina,33.8541015885888,-84.381980533072,3.5,GA
464,Superica,33.7567856669846,-84.3640184920654,4.0,GA
465,Bar-Bacoa,33.7824519,-84.3548314,4.5,GA
466,bartaco,33.77873,-84.40932,4.0,GA
467,Taqueria Los Hermanos,33.948582,-84.337511,4.0,GA
468,Taqueria San Pancho,33.867515,-84.191697,4.5,GA
469,Rreal Tacos,33.7774837176681,-84.3834526399158,4.0,GA
470,Monterrey Mexican Restaurant,33.8997383117676,-84.2787475585938,3.5,GA
471,La Hacienda,33.7792475343969,-84.3695475412117,3.5,GA
472,Raging Burrito & Taco,33.77442,-84.29547,4.0,GA
473,Armando’s Mexican Restaurant,33.566406,-84.581457,4.5,GA
474,Velvet Taco,33.83985,-84.3810005042992,4.0,GA
475,Bartaco Chastain Park,33.8583718717711,-84.3814183244675,4.0,GA
476,Sabores de Mexico D.F,33.997629,-84.525292,5.0,GA
477,Red Pepper Taqueria,33.84267,-84.37027,3.5,GA
478,Los Chaparros Mexican Restaurant,21.2959263,-157.8268968,4.0,HI
479,Taqueria La Marea,21.32224,-157.883763,4.5,HI
480,Alejandros Mexican Food - Honolulu,21.35241,-157.85787,4.5,HI
481,Alejandro’s Mexican Food Kapahulu,21.2857507496816,-157.813334347826,4.0,HI
482,Taqueria El Ranchero,21.49628233,-158.02555694,4.0,HI
483,Margaritas,21.29691,-157.84246,4.0,HI
484,Cocina De Roja,21.293924,-157.825863,4.5,HI
485,Mexico Restaurant,21.33085,-157.86569,3.5,HI
486,Barrio Cafe,21.49872211916,-158.028310015798,4.5,HI
487,Serg's Mexican Kitchen,21.308898,-157.812282,3.5,HI
488,Buho Cocina Y Cantina,21.2794777788835,-157.828754,3.5,HI
489,Oahu Mexican Grill,21.27336,-157.82353,3.5,HI
490,Tio's Tamales,21.3136857748032,-157.858428284526,4.5,HI
491,Aloha Tortilla Factory & Cafe,21.30703340000148,-157.86582747548292,4.5,HI
492,El Palenque,21.493419,-158.028971,4.0,HI
493,Dos Jefes,21.320174617926245,-157.81079405531727,5.0,HI
494,Azteca Mexican Restaurant,21.2825696,-157.7989963,4.0,HI
495,La Casita,21.385298520714727,-158.00215926830188,4.5,HI
496,La Pina Cantina,21.27908721985047,-157.8258567320852,4.0,HI
497,Thyda's Tacos,21.29556,-157.85235,4.5,HI
498,El Mariachi 2,21.378526,-157.931564,4.0,HI
499,Pacos Tacos Honolulu,21.31859,-157.86535,4.0,HI
500,Taco Kabana,21.30955,-157.86035,4.5,HI
501,Tlaxcalli,21.312186978105654,-157.8620819846584,4.0,HI
502,Taco'ako,21.29848,-157.86141,4.0,HI
503,Taqueria El Gallo Rosa,21.3928551,-157.7439945,4.5,HI
504,Tlacuaches808,21.28098862794167,-157.82968902519863,4.5,HI
505,Chile Relleno,21.4367168593107,-157.826396046696,4.0,HI
506,Mayita's Grill,21.289893,-157.838866,4.5,HI
507,Oahu Mexican Grill,21.289375,-157.811516,3.5,HI
508,Alfaro’s,21.32104,-157.86099,5.0,HI
509,Aloha Mamacita,21.38360790212874,-158.0044118432321,4.5,HI
510,El Charro Mexicano Restaurant,21.378805,-157.929846,3.5,HI
511,Encore Saloon,21.3112912327051,-157.862063348293,4.0,HI
512,Mexico Lindo Kailua,21.3942845797053,-157.741456012967,3.0,HI
513,La Birria,21.29865469799536,-157.8583902141613,4.0,HI
514,El Jalisciense,21.4022887599252,-158.006744720042,4.5,HI
515,Chronic Tacos,21.28329437518026,-157.81464932944914,3.5,HI
516,La Birria Food Truck,21.3084259,-157.8633898,4.5,HI
517,Frida's Hawaii,21.380387,-158.017718,4.5,HI
518,Aloha Salsa,21.29697,-157.85114,4.5,HI
519,Don Goyo’s Mexican Food,21.400550831713918,-157.79833411419068,4.0,HI
520,Tacoholics HI,21.29622,-157.85517,4.0,HI
521,Paniolos - Honolulu,21.27699,-157.78641,3.5,HI
522,DJs Street Tacos,21.2946895974,-157.847176082,5.0,HI
523,Surf N Turf Tacos,21.279568,-157.825796,3.5,HI
524,Mami's Empanadas,21.2732237,-157.8217401,4.5,HI
525,Tito's Taqueria & Taco Stand,21.2717018127441,-157.817733764648,4.5,HI
526,BIC Tacos,21.3075932399758,-157.861974489733,4.5,HI
527,Paniolos - Kailua,21.3941547765195,-157.741368603612,4.0,HI
528,EL Mezcalito,42.0228378,-93.4525413,5.0,IA
529,La Casa Maya,42.02364783,-93.61941367,4.5,IA
530,El Maguey Mexican Grill & Bar,42.020605,-93.610369,4.0,IA
531,El Cerrito,41.961825,-92.577327,5.0,IA
532,Ay Caramba,42.0495602819308,-92.9145477489454,5.0,IA
533,El Azteca,42.0499952,-93.6455455,4.0,IA
534,Pancho Villa,41.87181,-93.81541,5.0,IA
535,Cantaritos Grill And Cantina,41.407743,-92.925755,4.5,IA
536,La Carreta Mexican Grill,42.0073623657227,-92.9071807861328,4.5,IA
537,Tacos Y Mariscos Maravilla,42.0498790088073,-92.9121770569991,4.5,IA
538,Amigos Mexican Grill,41.736016,-93.601218,4.5,IA
539,El Sombrero,41.6993713378906,-93.0381546020508,3.5,IA
540,Guadalajara Mexican Restaurant,41.73063,-93.58172,4.0,IA
541,Mi Casita,42.0220832824707,-93.4518966674805,4.0,IA
542,Cancun Grill and Cantina,41.753891,-93.59945,4.5,IA
543,Los Altos Mexican Restaurant,41.6917724609375,-93.46372985839844,4.5,IA
544,La Terraza Mexican Grill,41.9888481640505,-92.5853547119216,5.0,IA
545,La Fiesta Bar & Grill,42.054527,-93.6230872,3.0,IA
546,Los Altos Mexican Restaurant,42.187469499808,-93.5769243412839,4.0,IA
547,Tacos Mariana's,41.6006,-93.63453,4.5,IA
548,Plaza Mexico,42.042077,-92.92788804110198,4.0,IA
549,El Molcajete,41.731333,-93.596261,4.0,IA
550,Cocina Hernandez,41.677411,-93.2453073,3.5,IA
551,Pancho Villa,42.36089,-92.79295,4.5,IA
552,La Carreta,42.04304,-93.88041,3.0,IA
553,La Cabana Mexican Restaurant,41.698405,-93.021322,3.5,IA
554,Giliberto's,41.6529405275476,-93.5036484804533,4.0,IA
555,Los Girasoles,41.7325258721912,-92.7276962623,4.0,IA
556,El Azteca,42.008738,-93.5805179,3.5,IA
557,Fiesta Mexican Restaurant,41.6000255,-93.517744,4.5,IA
558,El Toreado Mexican Bar & Grill,41.570728,-93.754525,4.5,IA
559,Mojitos,41.70356,-93.58522,4.5,IA
560,Plaza Veracruz,42.5067192201609,-93.2623443379998,5.0,IA
561,Taco Royale,42.054519,-93.623097,5.0,IA
562,Hacienda Vieja,41.6874679817785,-93.7811710685491,4.0,IA
563,Maria's Tacos,42.05028,-92.91553,4.5,IA
564,Hidalgo Mexican Bar & Grill,41.712488,-93.618326,4.0,IA
565,Las Flores Mexican Restaurant,41.35896,-93.55793,4.5,IA
566,Los Charros,41.710033,-93.582454,3.5,IA
567,Casa De Oro,41.8400191,-94.1055906,4.0,IA
568,Amigo Mexican Restaurant,41.6544529,-93.7355813,4.5,IA
569,Guadalajara Mexican Restaurant,41.658853,-93.497269,4.0,IA
570,Mojitos Mexican Restaurant,41.7600460520061,-93.8204999528386,5.0,IA
571,Mi Ranchito Mexican Grill & Seafood,42.0416041151247,-92.9305225610733,3.0,IA
572,Cazador,41.7323150634766,-93.5801620483398,3.5,IA
573,Mama's Family Diner,42.4074249,-93.0646667,4.5,IA
574,Botanero Latino Colombian & International Cuisine,42.0224684011339,-93.6040483787656,4.0,IA
575,El Charro Mexican Grill,41.4037857055664,-92.9159927368164,3.5,IA
576,Flame The Taqueria,41.665304,-93.697102,4.5,IA
577,Cactus 2,42.02263832864036,-93.6496109,4.5,IA
578,Taqueria La Flama,43.620076,-116.277242638171,4.5,ID
579,Andrade's Restaurante Mexicano,43.5901321,-116.2390465,4.0,ID
580,The Matador,43.6169758579741,-116.202467844938,4.0,ID
581,Carniceria Coalcoman,43.6191149,-116.2464202,4.5,ID
582,Barrigas Mexican Restaurant,43.6228785390103,-116.2404692173,4.5,ID
583,Lima Limon Restaurant,43.49037,-116.41758,4.5,ID
584,Lorena's Mexican Grill,43.6199086497827,-116.295030687948,4.5,ID
585,El Chavo Taqueria,43.589642,-116.218825,4.5,ID
586,Tin Roof Tacos,43.610368,-116.193978,4.0,ID
587,Mi Casa Mexican Restaurant,43.6027879,-116.3539036,4.0,ID
588,Meshico,43.6025026560469,-116.253900043666,5.0,ID
589,Madre - Boutique Taqueria,43.6079160867468,-116.212987303734,4.5,ID
590,The Tortilla Factory Mexican Grill,43.5912131,-116.2806151,4.0,ID
591,Wetos Locos,43.6150186,-116.2023137,5.0,ID
592,Txikiteo,43.6198831911172,-116.210133269836,4.5,ID
593,Campos Market,43.6083723,-116.2435949,4.0,ID
594,Corona Village,43.645786,-116.242874,4.0,ID
595,Parrilla Grill,43.569202,-116.222711,5.0,ID
596,Chapala Mexican Restaurant,43.59324,-116.21402,3.5,ID
597,Diablo & Sons Saloon,43.6167181267123,-116.202353969895,4.0,ID
598,Casa Mexico,43.6304286,-116.2034449,3.5,ID
599,Enriques,43.4910807307126,-116.421777752892,4.0,ID
600,Pueblo Lindo,43.63529,-116.355879,4.0,ID
601,Taco Veloz,43.6196667,-116.2653317,4.5,ID
602,Adelitas Food Truck,43.590175,-116.203239,4.5,ID
603,The Funky Taco,43.61739,-116.202289,4.5,ID
604,Lolita’s Tacos,43.5976263155467,-116.20475359261,4.0,ID
605,Taqueria El Torito,43.6487288116481,-116.246337471305,4.0,ID
606,California Mexican Food,43.619173,-116.317802,3.5,ID
607,KB's Burritos Eagle,43.669439,-116.353567,4.0,ID
608,La Tapatia Restaurant,43.59825,-116.18582,3.5,ID
609,El Gallo Giro,43.65276,-116.28019,3.5,ID
610,Jalapeño's Bar & Grill - Franklin,43.604676,-116.2915681,3.5,ID
611,Barbacoa Grill,43.5975899,-116.18383,4.0,ID
612,Antonio's Kitchen,43.6338455081113,-116.322898813512,5.0,ID
613,Casa Mexico,43.6206188927695,-116.310871105,3.5,ID
614,Fiesta Chicken,43.6334979,-116.3155716,4.0,ID
615,Jalapeños Bar & Grill Broadway,43.594026,-116.194039,4.0,ID
616,Tacos El Rey #2,43.63062,-116.249576,4.0,ID
617,Mi Linda Michoacana,43.61939006500287,-116.2824448,4.5,ID
618,Calle 75 Downtown,43.6175095097948,-116.206710523037,3.5,ID
619,The Yardarm,43.62613,-116.23598,4.0,ID
620,Cafe Ole,43.60709,-116.28147,3.0,ID
621,Nato's Taqueria Mexican Food,43.6193,-116.21365,5.0,ID
622,El Habanero,43.6083432,-116.3130765,4.0,ID
623,Los Betos,43.61869,-116.26397,3.0,ID
624,Casa Mexico,43.69465,-116.35921,3.0,ID
625,Parrilla Grill,43.62984,-116.20304,3.0,ID
626,Taste Asian Fusion Bistro,43.59183483,-116.31463567,4.5,ID
627,Los Betos,43.66631,-116.27497,3.0,ID
628,Dos Urban Cantina,41.91725,-87.69841,4.5,IL
629,XOchimilco Mexican Restaurant,41.9616665,-87.6802497,5.0,IL
630,Taqueria El Heredero,41.910588,-87.693147,5.0,IL
631,Chikatana,41.88692115025928,-87.6494714,3.5,IL
632,El Tezcal Mexican Restaurant,41.95957279453548,-87.7080544368054,5.0,IL
633,Mi Tocaya Antojeria,41.9289,-87.6977,4.0,IL
634,Quesabirria Jalisco,41.807573491571944,-87.73132525384426,5.0,IL
635,Bárbaro Taquería,41.90997,-87.69074,5.0,IL
636,Takito Kitchen,41.90289,-87.67784,4.0,IL
637,El Nuevo Mexicano,41.935395,-87.647267,4.0,IL
638,El Habanero,41.92496,-87.71099,4.5,IL
639,Sabroso! Mexican Grill,41.89319,-87.66753,4.5,IL
640,La Mejikana,41.85712,-87.6665,4.5,IL
641,Cafe con Leche,41.9305879,-87.710207,4.0,IL
642,Old Pueblo Cantina,41.921841,-87.658583,4.5,IL
643,Lonesome Rose,41.91962,-87.69705,4.0,IL
644,Cafe El Tapatio,41.94357,-87.66913,4.0,IL
645,Frontera Grill,41.8905699,-87.63079,4.0,IL
646,Chilango Mexican Street Food,41.869141,-87.663129,4.5,IL
647,Mercadito,41.8894499,-87.63162,3.5,IL
648,Los Asadores Mexican Grill,41.97599,-87.711736,4.5,IL
649,Xoco,41.890969,-87.630776,4.0,IL
650,Taquizo,41.91037858608161,-87.67393255743343,4.0,IL
651,Torteria San Lenchito,41.9686651,-87.7171894,5.0,IL
652,Tacotlan,41.92469,-87.73466,4.5,IL
653,Antique Taco,41.9063606,-87.6716766,4.0,IL
654,Taqueria Chingon,41.92269,-87.68782,4.5,IL
655,Tacos Lotería,41.917161,-87.7113202,4.5,IL
656,Alba's Restaurant,41.8956672269627,-87.6732782462348,4.5,IL
657,Don Pedro Mexican Restaurant ,41.955826,-87.680211,4.5,IL
658,Pueblo Nuevo,41.960272,-87.76744,4.5,IL
659,Taqueria El Heredero,41.9175349,-87.7081126,4.5,IL
660,Salsa Picante,41.89896,-87.68659,4.0,IL
661,Taqueria Traspasada,41.9389724731445,-87.698112487793,4.0,IL
662,Mi Nueva Tierra,41.925781,-87.669815,5.0,IL
663,Su Taqueria El Rey Del Taco,41.8793383,-87.6688081,4.5,IL
664,La Oaxaqueña,41.9426653,-87.7299573,4.0,IL
665,La Encantada,41.90975,-87.71347,4.5,IL
666,Tlahco Mexican Express & Grill,41.92718535526694,-87.64868465845674,5.0,IL
667,Estrella Negra,41.925175,-87.68706,4.0,IL
668,La Josie,41.8848,-87.64729,4.0,IL
669,Cascabel Taco Joint,41.9538151,-87.702555,4.5,IL
670,Birrieria Estilo Jalisco,41.9225997924805,-87.6879272460938,4.5,IL
671,Taco Maya,41.8713523,-87.6272651,4.0,IL
672,Tacos & Burrito Express #3,41.909207,-87.6679553,4.5,IL
673,Jarabe,41.873807,-87.672924,4.5,IL
674,Barrio,41.889030498371845,-87.63042040000121,4.0,IL
675,the Outpost Mexican Eatery,41.8744865206047,-87.6404256754631,5.0,IL
676,Canton Regio,41.85800689268994,-87.66424954639703,4.0,IL
677,Machetes Big Quesadillas,41.9632,-87.70807,5.0,IL
678,La Hacienda Mexican Restaurant,39.7619488,-86.390693,4.0,IN
679,3 Agaves Mexican Restaurant & Cantina,39.76424639477,-86.3839582,4.0,IN
680,Los Patios,39.761933,-86.498805,4.0,IN
681,La Presa Mexican Bar and Grill,39.679283650169666,-86.37058227055228,4.5,IN
682,Nada,39.7655,-86.1584528,4.5,IN
683,El Toro Authentic Mexican Cantina,39.8367631,-86.3806173,3.5,IN
684,La Ranchera,39.76011,-86.5420199,3.0,IN
685,Iguana's Mexican Restaurant,39.7104733554082,-86.3800300467659,4.0,IN
686,Texas Margaritas,39.949498,-86.333274,4.5,IN
687,La Herradura Mexican Grill & Bar,39.414943,-86.405688,4.5,IN
688,Tequila Sunrise,39.86733762704688,-86.39052938836059,3.5,IN
689,Chavas Mexican Grill,39.446379,-87.12713,4.0,IN
690,El Meson,39.951901,-86.277148,4.5,IN
691,Los Patios,39.6063660184359,-86.3755905646579,3.5,IN
692,La Parada,39.771677,-86.131268,4.0,IN
693,Don Cuervo,39.6056892115747,-86.1924323067069,4.5,IN
694,Samano's Taqueria,39.9944725754865,-85.9268478060484,4.5,IN
695,Iguana's Mexican Restaurant,39.8518617213557,-86.3847577571869,4.0,IN
696,El Potro Mexican Restaurant Bar & Grill,39.7187733038124,-86.3593881581758,4.0,IN
697,Los Agaves Grill,40.042066,-86.140277,4.5,IN
698,Mis Dos Abuelos Mexican Restaurant,39.36871,-86.26242,4.5,IN
699,Festiva,39.78823,-86.13756,4.5,IN
700,El Meson,40.0724182128906,-86.4754486083984,3.5,IN
701,Los Rancheros,39.778667,-86.400957,3.5,IN
702,Taqueria Mexicana,40.0436,-86.11181,4.5,IN
703,3 Agaves Mexican Restaurant & Cantina,39.640315,-86.333163,4.0,IN
704,Los Reyes,39.4270804524422,-86.4286313205957,4.0,IN
705,El Jefe Mexican Restaurant,39.3545532226562,-85.9651565551758,4.5,IN
706,El Charro Taqueria,40.0403175354004,-86.9001388549805,4.5,IN
707,Mi Hacienda Mexican Restaurant,39.96829,-86.1475899,4.5,IN
708,Bugambilias Mexican Cuisine,39.911774,-86.069477,5.0,IN
709,Los Patios,39.69015,-86.2749599,4.0,IN
710,Los Patios Mexican Restaurant,39.713576,-86.234983,5.0,IN
711,Sabor A Flama,39.81702,-86.326313,4.5,IN
712,Salty Cowboy,39.95066,-86.26093,4.0,IN
713,Luciana's Mexican Restaurant & Cantina,39.911349,-86.265152,4.5,IN
714,Fountain Burrito,39.7501252059495,-86.13961768613876,4.5,IN
715,Tres Caminos Mexican Grill,39.4162717,-86.4109589,3.5,IN
716,El Cantarito,39.529144263604735,-86.80066984382596,3.5,IN
717,The Tamale Place,39.7655574820252,-86.248899219574,4.5,IN
718,Los Vaqueros Mexican Restaraunt,39.785084331023,-85.7661989859543,4.5,IN
719,Cholita Taqueria,39.8695726233713,-86.1415571546198,4.0,IN
720,El Rodeo 22,39.94738,-86.343265,3.5,IN
721,El Rodeo No 18,39.76358,-86.37877,3.5,IN
722,Salsa Verde Mexican Restaurant,39.7628631591797,-86.3260269165039,4.0,IN
723,Casa Grande Mexican Restaurant,39.6462108939886,-86.8287029117346,3.0,IN
724,La Herradura II Mexican Restaurant,39.518048930694,-86.1582356364987,4.0,IN
725,Don Rigo Mexican Grill & Bar,39.8015260631954,-85.770054794848,4.0,IN
726,Los Cotorros Mexican,40.129399,-86.231727,4.0,IN
727,Mi Abuelito Mexican Restaurant,39.480214,-86.04996,4.5,IN
728,El Potrillo Restaurant,38.3479713002185,-98.2136964797974,4.5,KS
729,Playa Azul Mexican Restaurant & Cantina,38.3614793759591,-98.8016084384447,4.0,KS
730,Orozco's,38.710506,-98.1577451,4.0,KS
731,Mary's Kitchen,38.36154,-98.7714,4.5,KS
732,Mi Tierra,38.5139375177607,-98.7767619110963,4.5,KS
733,Taqueria Fresnillo,38.812473,-97.61222,4.5,KS
734,Dos Amigos,38.20653,-98.20725,4.5,KS
735,San Juan Mexican Restaurante,38.8854251,-98.8497306,4.0,KS
736,Tres Amigos,38.3702951,-97.6672977,3.5,KS
737,Tacos Los Portales,38.37008,-97.6828,3.5,KS
738,Kiowa Kitchen,38.361887,-98.7332611,3.5,KS
739,La Fiesta,38.37,-97.63036,3.5,KS
740,Mi Tierra Restaurant And Cantina,38.057711,-97.9171138,4.0,KS
741,Playa Azul,38.0860252380371,-97.917350769043,3.5,KS
742,Jalisco Mexican Restaurant,38.57383,-97.67636,4.0,KS
743,Jalisco's,38.7931618788164,-97.6119241118431,4.0,KS
744,La Jerezana,38.8168099,-97.60967,5.0,KS
745,El Rodeo Mexican Restaurant,38.05815,-97.94091,5.0,KS
746,El Dos de Oros,38.1877402429426,-99.1035783290863,3.5,KS
747,Anchor Grill Mexican Restaurant,38.087139,-97.920059,4.0,KS
748,Delgados,38.3614173531532,-98.7681271880865,3.0,KS
749,Pueblo Nuevo,38.0140563079352,-98.7567418813705,5.0,KS
750,Cancun Mexican Grill,38.08524,-97.90497,4.0,KS
751,La Curva,38.8312686457671,-97.5946208462119,4.0,KS
752,Candiles Mexican Restaurant,38.1353304,-97.77076817055837,4.0,KS
753,La Casita Salina,38.8269005,-97.6314011,3.5,KS
754,Pancho's Mexican Restaurant,38.782135,-97.6143641555368,3.5,KS
755,Flores Mexican Grill,38.0675659179688,-97.8984909057617,5.0,KS
756,Los DOS Potrillos,38.3655325323343,-98.7655314803123,2.5,KS
757,El Potrillo Mexican Restaurant,38.0791625976562,-97.9324264526367,3.5,KS
758,Antojitos Mexicanos El Barbas,38.0572128295898,-97.9196166992188,4.5,KS
759,Paden's Place- Bar,38.729429,-98.231237,4.5,KS
760,Anchor Inn Mexican Restaurant,38.04997,-97.93147,4.0,KS
761,Tacos Del Sol,38.3613634995412,-98.8070212103125,3.5,KS
762,Carlos O'kelly's Mexican Cafe,38.08594,-97.9119,3.5,KS
763,Carlos O'kelly's Mexican Cafe,38.802359,-97.610211,3.0,KS
764,QDOBA Mexican Eats,38.0726414362298,-97.9006467667205,4.0,KS
765,Great Bend Taco,38.3619349,-98.7811384,2.5,KS
766,Chipotle Mexican Grill,38.7985124,-97.6122145,2.5,KS
767,QDOBA Mexican Eats,38.801458,-97.613519,3.0,KS
768,Downtown Sampler,38.0524787902832,-97.9323272705078,4.0,KS
769,Taco Bell,38.057267,-97.92444,3.0,KS
770,Taco Hut,38.08692,-97.91963,3.5,KS
771,Anchor Away,38.05015,-97.93565,2.0,KS
772,Chili's,38.8015108,-97.6125451,2.5,KS
773,Russell's Restaurant,38.82869,-97.638,3.5,KS
774,Inman Harvest Cafe,38.23149,-97.77549,5.0,KS
775,Taco Bell,38.827078,-97.634155,5.0,KS
776,Taco John's,38.84026833,-97.60472667,3.5,KS
777,Taco John's,38.0869076489822,-97.9237979650498,4.0,KS
778,La Cocina De Mama,38.2864552009711,-85.5696946802711,4.5,KY
779,Taco Choza,38.25349,-85.65458,4.5,KY
780,Las Margaritas,38.24653,-85.5288,4.5,KY
781,El Molcajete,38.2065549,-85.7654911,4.5,KY
782,Noche Mexican BBQ,38.227455,-85.699939,4.0,KY
783,Limón y Sal,38.31412,-85.56329,4.5,KY
784,Las Cazuelas Mexican Cuisine,38.200339525128,-85.6867269426584,4.5,KY
785,Taco Luchador,38.2412356644468,-85.7252158553177,4.5,KY
786,Bandido Taqueria Mexicana,38.2145065628393,-85.7514735405364,4.5,KY
787,Taqueria La Mexicana,38.1605758666992,-85.6984481811523,4.5,KY
788,Con Huevos,38.25369,-85.70156,4.5,KY
789,El Mundo,38.2537117004395,-85.701286315918,4.0,KY
790,Vallarta Mexican Seafood & Grill,38.225719,-85.575483,5.0,KY
791,Agave & Rye - Louisville,38.248207,-85.730758,4.0,KY
792,La Suerte Louisville,38.22476,-85.69477,4.0,KY
793,El Caporal,38.2041969,-85.6648941,4.5,KY
794,New Wave Burritos,38.20059,-85.73312,4.5,KY
795,Taco City Louisville-Middletown,38.24628160544997,-85.542048,3.5,KY
796,El Mundo,38.22883,-85.701424,4.0,KY
797,Mi Casita on 4th,38.2503967,-85.7577653,4.0,KY
798,La Bodeguita de Mima,38.253622,-85.738965,4.5,KY
799,EL Toro Mexican Restaurant,38.2446317073707,-85.5581979300595,4.0,KY
800,Taqueria Don Juan,38.29866,-85.76172,5.0,IN
801,I Love Tacos,38.200566,-85.571353,4.0,KY
802,Victoria Mexican Restaurant,38.21015,-85.64181,4.5,KY
803,Mayan Cafe,38.2534,-85.7373999,4.5,KY
804,Taco City Louisville,38.23594481663821,-85.71587006401921,4.0,KY
805,Sol Aztecas Mexican Restaurant,38.22391,-85.68743,3.0,KY
806,El Cancun Mexican Restaurant,38.245873909553985,-85.57544151901438,4.5,KY
807,Mojito in Havana,38.2541532238368,-85.6535610913333,4.5,KY
808,"Gustavo's Mexican Grill, Norton Commons",38.32559,-85.56626,4.5,KY
809,Las Gorditas,38.1785336,-85.6233193,4.5,KY
810,Ramiro's Cantina,38.25326,-85.7009099,3.0,KY
811,El Mariachi,38.27168,-85.56961,4.5,KY
812,El Taco Loco,38.1672609824669,-85.7056269433479,5.0,KY
813,La Catrina Mexican Kitchen,38.28733,-85.82217,4.0,IN
814,Fiesta Time Amigos,38.1288974,-85.5761965,4.0,KY
815,El Torito De Jalisco,38.035724,-85.689091,5.0,KY
816,Pelicanos Mexican Kitchen,38.29369445456962,-85.72779799639943,4.5,IN
817,La Guanaquita,38.17846,-85.78262,4.5,KY
818,Las Margaritas,38.205224,-85.764525,4.5,KY
819,Taco City,38.3977208400739,-85.7574923336506,4.5,IN
820,Chuy's,38.24777,-85.61789,4.0,KY
821,Mango's Mexican Grill & Cantina,38.23018,-85.63896,3.5,KY
822,El Comal Taqueria,38.11662,-85.8592,4.0,KY
823,Ole Frijole Mexican Restaurant,38.16375702274742,-85.5991547727511,4.0,KY
824,La Rosita,38.2802734375,-85.5899887084961,4.5,KY
825,Mojito Tapas Restaurant,38.2830622766733,-85.630160457604,4.5,KY
826,Agave & Rye - New Albany,38.28445,-85.819,4.0,IN
827,Tacos la chaparrita,38.10089,-85.87162,4.5,KY
828,El Mejor Mexican Bar & Grill,30.7652241500085,-91.318619123212,4.5,LA
829,El Dorado,31.1596272623423,-90.7985761016607,5.0,MS
830,Jalapeno's Mexican Restaurant,30.8371918,-91.2157024,4.0,LA
831,Vaqueros Bar & Grill,30.653532,-91.195248,4.0,LA
832,Los Tres Amigos Mexican Cuisine and Catina,31.119278,-92.0688019,5.0,LA
833,El Patio Restaurant,30.692776,-91.469834,3.5,LA
834,La Cocina de Maria,30.691565,-91.469115,2.0,LA
835,Que Pasa,30.78518,-91.36489,3.5,LA
836,El Agave,30.6481360023616,-91.1458821324555,4.0,LA
837,Papi's Fajita Factory,30.64811,-91.14266,4.0,LA
838,Los Frijolitos,31.1176999477645,-92.0664291456342,4.0,LA
