index,county,state,POP,HISP,state_code,county_code
2044,Oakland , Michigan,54538,2,26,125
2045,Hillsdale , Michigan,1105,2,26,59
2046,Alger , Michigan,156,2,26,3
2047,Muskegon , Michigan,10079,2,26,121
2048,Oceana , Michigan,3985,2,26,127
2049,Leelanau , Michigan,980,2,26,89
2050,Lapeer , Michigan,4130,2,26,87
2051,Clare , Michigan,651,2,26,35
2052,Sanilac , Michigan,1557,2,26,151
2053,Keweenaw , Michigan,36,2,26,83
2054,Isabella , Michigan,2889,2,26,73
2055,Ontonagon , Michigan,91,2,26,131
2056,Ottawa , Michigan,29728,2,26,139
2057,Tuscola , Michigan,1873,2,26,157
2058,Alcona , Michigan,167,2,26,1
2059,Alpena , Michigan,426,2,26,7
2060,Ionia , Michigan,3127,2,26,67
2061,Kalkaska , Michigan,393,2,26,79
2062,Midland , Michigan,2434,2,26,111
2063,Berrien , Michigan,8829,2,26,21
2064,Ogemaw , Michigan,490,2,26,129
2065,Oscoda , Michigan,152,2,26,135
2066,Wexford , Michigan,710,2,26,165
2067,Crawford , Michigan,312,2,26,39
2068,Clinton , Michigan,3677,2,26,37
2069,Dickinson , Michigan,436,2,26,43
2070,Gratiot , Michigan,2580,2,26,57
2071,Huron , Michigan,806,2,26,63
2072,Ingham , Michigan,23381,2,26,65
2073,Lenawee , Michigan,8049,2,26,91
2074,Mason , Michigan,1355,2,26,105
2075,Menominee , Michigan,456,2,26,109
2076,Montcalm , Michigan,2314,2,26,117
2077,Missaukee , Michigan,461,2,26,113
2078,St. Joseph , Michigan,5128,2,26,149
2079,St. Clair , Michigan,5580,2,26,147
2080,Van Buren , Michigan,8831,2,26,159
2081,Washtenaw , Michigan,18075,2,26,161
2082,Arenac , Michigan,303,2,26,11
2083,Barry , Michigan,1933,2,26,15
2084,Cass , Michigan,2114,2,26,27
2085,Iron , Michigan,261,2,26,71
2086,Benzie , Michigan,448,2,26,19
2087,Roscommon , Michigan,502,2,26,143
2088,Schoolcraft , Michigan,107,2,26,153
2089,Wayne , Michigan,107451,2,26,163
2090,Grand Traverse , Michigan,2759,2,26,55
2091,Jackson , Michigan,5775,2,26,75
2092,Mackinac , Michigan,213,2,26,97
2093,Genesee , Michigan,14489,2,26,49
2094,Antrim , Michigan,585,2,26,9
2095,Houghton , Michigan,639,2,26,61
2096,Livingston , Michigan,4897,2,26,93
2097,Iosco , Michigan,650,2,26,69
2098,Lake , Michigan,293,2,26,85
2099,Manistee , Michigan,860,2,26,101
2100,Montmorency , Michigan,131,2,26,119
2101,Presque Isle , Michigan,194,2,26,141
2102,Gladwin , Michigan,498,2,26,51
2103,Kalamazoo , Michigan,13823,2,26,77
2104,Mecosta , Michigan,1053,2,26,107
2105,Marquette , Michigan,1052,2,26,103
2106,Newaygo , Michigan,2919,2,26,123
2107,Osceola , Michigan,531,2,26,133
2108,Otsego , Michigan,463,2,26,137
2109,Calhoun , Michigan,7345,2,26,25
2110,Cheboygan , Michigan,376,2,26,31
2111,Luce , Michigan,107,2,26,95
2112,Kent , Michigan,71240,2,26,81
2113,Macomb , Michigan,24084,2,26,99
2114,Saginaw , Michigan,16517,2,26,145
2115,Shiawassee , Michigan,2102,2,26,155
2116,Baraga , Michigan,136,2,26,13
2117,Bay , Michigan,5680,2,26,17
2118,Charlevoix , Michigan,578,2,26,29
2119,Eaton , Michigan,6247,2,26,45
2120,Delta , Michigan,558,2,26,41
2121,Gogebic , Michigan,251,2,26,53
2122,Emmet , Michigan,607,2,26,47
2123,Koochiching , Minnesota,160,2,27,71
2124,Meeker , Minnesota,990,2,27,93
2125,Morrison , Minnesota,618,2,27,97
2126,Pennington , Minnesota,585,2,27,113
2127,Rice , Minnesota,5689,2,27,131
2128,Steele , Minnesota,2996,2,27,147
2129,Wilkin , Minnesota,191,2,27,167
2130,Red Lake , Minnesota,167,2,27,125
2131,Clay , Minnesota,2992,2,27,27
2132,Faribault , Minnesota,1001,2,27,43
2133,Murray , Minnesota,357,2,27,101
2134,Fillmore , Minnesota,382,2,27,45
2135,Kandiyohi , Minnesota,5444,2,27,67
2136,Lake , Minnesota,153,2,27,75
2137,Polk , Minnesota,2074,2,27,119
2138,Rock , Minnesota,327,2,27,133
2139,Roseau , Minnesota,222,2,27,135
2140,Sibley , Minnesota,1383,2,27,143
2141,Traverse , Minnesota,129,2,27,155
2142,Watonwan , Minnesota,2935,2,27,165
2143,Becker , Minnesota,781,2,27,5
2144,Hennepin , Minnesota,88473,2,27,53
2145,Big Stone , Minnesota,104,2,27,11
2146,Brown , Minnesota,1161,2,27,15
2147,Chippewa , Minnesota,954,2,27,23
2148,Cass , Minnesota,685,2,27,21
2149,Clearwater , Minnesota,215,2,27,29
2150,Goodhue , Minnesota,1585,2,27,49
2151,Hubbard , Minnesota,509,2,27,57
2152,Isanti , Minnesota,908,2,27,59
2153,Jackson , Minnesota,409,2,27,63
2154,Martin , Minnesota,979,2,27,91
2155,Mower , Minnesota,4897,2,27,99
2156,Nobles , Minnesota,6354,2,27,105
2157,Pine , Minnesota,894,2,27,115
2158,Olmsted , Minnesota,8219,2,27,109
2159,Sherburne , Minnesota,2690,2,27,141
2160,Wadena , Minnesota,291,2,27,159
2161,Benton , Minnesota,1125,2,27,9
2162,Carver , Minnesota,4573,2,27,19
2163,Freeborn , Minnesota,3100,2,27,47
2164,Itasca , Minnesota,733,2,27,61
2165,McLeod , Minnesota,2382,2,27,85
2166,Pope , Minnesota,223,2,27,121
2167,Ramsey , Minnesota,41349,2,27,123
2168,Stevens , Minnesota,754,2,27,149
2169,Swift , Minnesota,484,2,27,151
2170,Winona , Minnesota,1557,2,27,169
2171,Cottonwood , Minnesota,935,2,27,33
2172,Scott , Minnesota,7884,2,27,139
2173,Dodge , Minnesota,1026,2,27,39
2174,Wabasha , Minnesota,654,2,27,157
2175,Pipestone , Minnesota,695,2,27,117
2176,Crow Wing , Minnesota,1001,2,27,35
2177,Norman , Minnesota,325,2,27,107
2178,Wright , Minnesota,4326,2,27,171
2179,Nicollet , Minnesota,1691,2,27,103
2180,Douglas , Minnesota,667,2,27,41
2181,Grant , Minnesota,138,2,27,51
2182,Kittson , Minnesota,107,2,27,69
2183,Le Sueur , Minnesota,1956,2,27,79
2184,Mahnomen , Minnesota,235,2,27,87
2185,Chisago , Minnesota,1349,2,27,25
2186,Redwood , Minnesota,577,2,27,127
2187,Yellow Medicine , Minnesota,499,2,27,173
2188,Todd , Minnesota,1688,2,27,153
2189,Beltrami , Minnesota,1216,2,27,7
2190,Blue Earth , Minnesota,2664,2,27,13
2191,Houston , Minnesota,227,2,27,55
2192,Lac qui Parle , Minnesota,164,2,27,73
2193,Lake of the Woods , Minnesota,64,2,27,77
2194,Otter Tail , Minnesota,2150,2,27,111
2195,Waseca , Minnesota,1186,2,27,161
2196,St. Louis , Minnesota,3611,2,27,137
2197,Anoka , Minnesota,17370,2,27,3
2198,Dakota , Minnesota,32425,2,27,37
2199,Lincoln , Minnesota,132,2,27,81
2200,Lyon , Minnesota,1832,2,27,83
2201,Marshall , Minnesota,436,2,27,89
2202,Mille Lacs , Minnesota,687,2,27,95
2203,Renville , Minnesota,1306,2,27,129
2204,Washington , Minnesota,11702,2,27,163
2205,Carlton , Minnesota,653,2,27,17
2206,Cook , Minnesota,130,2,27,31
2207,Kanabec , Minnesota,276,2,27,65
2208,Monroe , Alabama,347,2,1,99
2209,Lawrence , Alabama,779,2,1,79
2210,Lee , Alabama,6091,2,1,81
2211,Marion , Alabama,800,2,1,93
2212,Pickens , Alabama,1044,2,1,107
2213,Sumter , Alabama,149,2,1,119
2214,Jefferson , Alabama,26873,2,1,73
2215,Choctaw , Alabama,128,2,1,23
2216,Franklin , Alabama,5606,2,1,59
2217,Marengo , Alabama,528,2,1,91
2218,Russell , Alabama,3378,2,1,113
2219,Cherokee , Alabama,449,2,1,19
2220,Covington , Alabama,687,2,1,39
2221,Crenshaw , Alabama,333,2,1,41
2222,Dallas , Alabama,429,2,1,47
2223,Lauderdale , Alabama,2652,2,1,77
2224,Lowndes , Alabama,181,2,1,85
2225,Macon , Alabama,343,2,1,87
2226,Limestone , Alabama,6149,2,1,83
2227,Shelby , Alabama,12635,2,1,117
2228,St. Clair , Alabama,2185,2,1,115
2229,Winston , Alabama,781,2,1,133
2230,Baldwin , Alabama,10534,2,1,3
2231,Cullman , Alabama,3752,2,1,43
2232,Elmore , Alabama,2563,2,1,51
2233,Houston , Alabama,3631,2,1,69
2234,Talladega , Alabama,1913,2,1,121
2235,Tuscaloosa , Alabama,8308,2,1,125
2236,Washington , Alabama,264,2,1,129
2237,Clay , Alabama,435,2,1,27
2238,Coffee , Alabama,4171,2,1,31
2239,Morgan , Alabama,10466,2,1,103
2240,Pike , Alabama,802,2,1,109
2241,Chilton , Alabama,3636,2,1,21
2242,Colbert , Alabama,1789,2,1,33
2243,Coosa , Alabama,280,2,1,37
2244,Dale , Alabama,3450,2,1,45
2245,Hale , Alabama,209,2,1,65
2246,Etowah , Alabama,4230,2,1,55
2247,DeKalb , Alabama,10774,2,1,49
2248,Escambia , Alabama,952,2,1,53
2249,Lamar , Alabama,263,2,1,75
2250,Randolph , Alabama,682,2,1,111
2251,Butler , Alabama,289,2,1,13
2252,Mobile , Alabama,12443,2,1,97
2253,Perry , Alabama,144,2,1,105
2254,Walker , Alabama,1681,2,1,127
2255,Cleburne , Alabama,387,2,1,29
2256,Conecuh , Alabama,277,2,1,35
2257,Greene , Alabama,139,2,1,63
2258,Barbour , Alabama,1117,2,1,5
2259,Bibb , Alabama,623,2,1,7
2260,Bullock , Alabama,864,2,1,11
2261,Calhoun , Alabama,4614,2,1,15
2262,Chambers , Alabama,871,2,1,17
2263,Clarke , Alabama,310,2,1,25
2264,Fayette , Alabama,335,2,1,57
2265,Montgomery , Alabama,8344,2,1,101
2266,Marshall , Alabama,14272,2,1,95
2267,Blount , Alabama,5582,2,1,9
2268,Henry , Alabama,463,2,1,67
2269,Madison , Alabama,19352,2,1,89
2270,Autauga , Alabama,1671,2,1,1
2271,Tallapoosa , Alabama,1021,2,1,123
2272,Geneva , Alabama,1095,2,1,61
2273,Wilcox , Alabama,149,2,1,131
2274,Aleutians West Census Area, Alaska,787,2,2,16
2275,Bristol Bay Borough, Alaska,62,2,2,60
2276,Kodiak Island Borough, Alaska,1123,2,2,150
2277,Northwest Arctic Borough, Alaska,281,2,2,188
2278,Bethel Census Area, Alaska,503,2,2,50
2279,North Slope Borough, Alaska,426,2,2,185
2280,Sitka City and Borough, Alaska,629,2,2,220
2281,Fairbanks North Star Borough, Alaska,7938,2,2,90
2282,Ketchikan Gateway Borough, Alaska,775,2,2,130
2283,Matanuska-Susitna Borough, Alaska,5613,2,2,170
2284,Nome Census Area, Alaska,288,2,2,180
2285,Dillingham Census Area, Alaska,182,2,2,70
2286,Haines Borough, Alaska,91,2,2,100
2287,Yakutat City and Borough, Alaska,27,2,2,282
2288,Juneau City and Borough, Alaska,2236,2,2,110
2289,Lake and Peninsula Borough, Alaska,55,2,2,164
2290,Southeast Fairbanks Census Area, Alaska,482,2,2,240
2291,Yukon-Koyukuk Census Area, Alaska,164,2,2,290
2292,Anchorage Municipality, Alaska,26992,2,2,20
2293,Aleutians East Borough, Alaska,493,2,2,13
2294,Denali Borough, Alaska,80,2,2,68
2295,Valdez-Cordova Census Area, Alaska,518,2,2,261
2296,Kenai Peninsula Borough, Alaska,2506,2,2,122
2297,Hoonah-Angoon Census Area, Alaska,128,2,2,105
2298,Skagway Municipality, Alaska,79,2,2,230
2299,Prince of Wales-Hyder Census Area, Alaska,241,2,2,198
2300,Wrangell City and Borough, Alaska,76,2,2,275
2301,Petersburg Borough, Alaska,188,2,2,195
2302,Kusilvak Census Area, Alaska,249,2,2,158
2303,Maricopa , Arizona,1408855,2,4,13
2304,Gila , Arizona,10216,2,4,7
2305,Graham , Arizona,12879,2,4,9
2306,Santa Cruz , Arizona,38711,2,4,23
2307,Cochise , Arizona,44988,2,4,3
2308,La Paz , Arizona,5982,2,4,12
2309,Mohave , Arizona,35919,2,4,15
2310,Apache , Arizona,4736,2,4,1
2311,Coconino , Arizona,20542,2,4,5
2312,Yavapai , Arizona,34641,2,4,25
2313,Yuma , Arizona,138131,2,4,27
2314,Greenlee , Arizona,4526,2,4,11
2315,Navajo , Arizona,12742,2,4,17
2316,Pinal , Arizona,142276,2,4,21
2317,Nevada , Arkansas,389,2,5,99
2318,Clay , Arkansas,320,2,5,21
2319,Cross , Arkansas,328,2,5,37
2320,Dallas , Arkansas,271,2,5,39
2321,Drew , Arkansas,684,2,5,43
2322,Columbia , Arkansas,659,2,5,27
2323,Randolph , Arkansas,402,2,5,121
2324,Van Buren , Arkansas,522,2,5,141
2325,Boone , Arkansas,988,2,5,9
2326,Izard , Arkansas,346,2,5,65
2327,Independence , Arkansas,2514,2,5,63
2328,Lincoln , Arkansas,542,2,5,79
2329,Logan , Arkansas,651,2,5,83
2330,Grant , Arkansas,552,2,5,53
2331,Crittenden , Arkansas,1331,2,5,35
2332,Franklin , Arkansas,574,2,5,47
2333,Faulkner , Arkansas,5277,2,5,45
2334,Pike , Arkansas,706,2,5,109
2335,Jefferson , Arkansas,1473,2,5,69
2336,Marion , Arkansas,408,2,5,89
2337,Montgomery , Arkansas,407,2,5,97
2338,Scott , Arkansas,816,2,5,127
2339,Searcy , Arkansas,224,2,5,129
2340,Sebastian , Arkansas,18863,2,5,131
2341,Crawford , Arkansas,5131,2,5,33
2342,Benton , Arkansas,47630,2,5,7
2343,Chicot , Arkansas,600,2,5,17
2344,Hot Spring , Arkansas,1245,2,5,59
2345,Johnson , Arkansas,3791,2,5,71
2346,Lee , Arkansas,206,2,5,77
2347,Madison , Arkansas,977,2,5,87
2348,Desha , Arkansas,731,2,5,41
2349,Fulton , Arkansas,215,2,5,49
2350,Howard , Arkansas,1738,2,5,61
2351,Garland , Arkansas,5900,2,5,51
2352,Mississippi , Arkansas,1791,2,5,93
2353,Pope , Arkansas,6152,2,5,115
2354,Prairie , Arkansas,161,2,5,117
2355,Union , Arkansas,1611,2,5,139
2356,Woodruff , Arkansas,140,2,5,147
2357,Cleburne , Arkansas,611,2,5,23
2358,Cleveland , Arkansas,197,2,5,25
2359,Jackson , Arkansas,503,2,5,67
2360,Hempstead , Arkansas,2864,2,5,57
2361,Sharp , Arkansas,450,2,5,135
2362,Stone , Arkansas,238,2,5,137
2363,Washington , Arkansas,40999,2,5,143
2364,Baxter , Arkansas,1102,2,5,5
2365,Ashley , Arkansas,1119,2,5,3
2366,Craighead , Arkansas,5793,2,5,31
2367,Greene , Arkansas,1343,2,5,55
2368,Lafayette , Arkansas,195,2,5,73
2369,Phillips , Arkansas,354,2,5,107
2370,Poinsett , Arkansas,782,2,5,111
2371,Sevier , Arkansas,5829,2,5,133
2372,Yell , Arkansas,4371,2,5,149
2373,Calhoun , Arkansas,214,2,5,13
2374,Clark , Arkansas,1075,2,5,19
2375,Bradley , Arkansas,1716,2,5,11
2376,Lawrence , Arkansas,292,2,5,75
2377,Monroe , Arkansas,174,2,5,95
2378,Polk , Arkansas,1314,2,5,113
2379,Conway , Arkansas,836,2,5,29
2380,Ouachita , Arkansas,598,2,5,103
2381,Newton , Arkansas,151,2,5,101
2382,Arkansas , Arkansas,602,2,5,1
2383,Little River , Arkansas,457,2,5,81
2384,Lonoke , Arkansas,3350,2,5,85
2385,Carroll , Arkansas,4306,2,5,15
2386,Miller , Arkansas,1552,2,5,91
2387,St. Francis , Arkansas,1368,2,5,123
2388,Pulaski , Arkansas,24493,2,5,119
2389,White , Arkansas,3501,2,5,145
2390,Merced , California,169442,2,6,47
2391,Lake , California,14171,2,6,33
2392,Mariposa , California,2073,2,6,43
2393,Modoc , California,1291,2,6,49
2394,Yuba , California,22925,2,6,115
2395,Contra Costa , California,300420,2,6,13
2396,Inyo , California,4230,2,6,27
2397,Lassen , California,5910,2,6,35
2398,Stanislaus , California,262068,2,6,99
2399,Santa Barbara , California,205535,2,6,83
2400,Sonoma , California,134954,2,6,97
2401,Tehama , California,16776,2,6,103
2402,Imperial , California,154088,2,6,25
2403,Mono , California,3875,2,6,51
2404,San Benito , California,38214,2,6,69
2405,Alameda , California,373055,2,6,1
2406,Sacramento , California,366764,2,6,67
2407,El Dorado , California,25378,2,6,17
2408,Napa , California,47660,2,6,55
2409,Monterey , California,257721,2,6,53
2410,San Francisco , California,134309,2,6,75
2411,Sierra , California,381,2,6,91
2412,San Diego , California,1140033,2,6,73
2413,Tulare , California,305824,2,6,107
2414,Yolo , California,70392,2,6,113
2415,Humboldt , California,16354,2,6,23
2416,Nevada , California,9732,2,6,57
2417,Alpine , California,139,2,6,3
2418,Madera , California,92483,2,6,39
2419,Mendocino , California,22379,2,6,45
2420,Santa Cruz , California,92922,2,6,87
2421,Trinity , California,907,2,6,105
2422,Los Angeles , California,4881970,2,6,37
2423,Riverside , California,1236032,2,6,65
2424,San Bernardino , California,1186808,2,6,71
2425,Santa Clara , California,482298,2,6,85
2426,Marin , California,42160,2,6,41
2427,Siskiyou , California,5744,2,6,93
2428,Shasta , California,18935,2,6,89
2429,Solano , California,122103,2,6,95
2430,Del Norte , California,5596,2,6,15
2431,Colusa , California,13018,2,6,11
2432,Glenn , California,12079,2,6,21
2433,Butte , California,37731,2,6,7
2434,Kings , California,84514,2,6,31
2435,Plumas , California,1750,2,6,63
2436,San Luis Obispo , California,64860,2,6,79
2437,Fresno , California,537180,2,6,19
2438,Kern , California,491545,2,6,29
2439,Ventura , California,365835,2,6,111
2440,Calaveras , California,5967,2,6,9
2441,Sutter , California,30907,2,6,101
2442,San Mateo , California,183978,2,6,81
2443,Tuolumne , California,6906,2,6,109
2444,San Joaquin , California,320334,2,6,77
2445,Amador , California,5753,2,6,5
2446,Phillips , Colorado,855,2,8,95
2447,Archuleta , Colorado,2585,2,8,7
2448,Denver , Colorado,212984,2,8,31
2449,Kiowa , Colorado,118,2,8,61
2450,Huerfano , Colorado,2339,2,8,55
2451,Baca , Colorado,405,2,8,9
2452,Chaffee , Colorado,2027,2,8,15
2453,Gilpin , Colorado,441,2,8,47
2454,Kit Carson , Colorado,1360,2,8,63
2455,Garfield , Colorado,17578,2,8,45
2456,Gunnison , Colorado,1677,2,8,51
2457,Jefferson , Colorado,90862,2,8,59
2458,Mineral , Colorado,48,2,8,79
2459,Ouray , Colorado,323,2,8,91
2460,Sedgwick , Colorado,366,2,8,115
2461,Weld , Colorado,97347,2,8,123
2462,Conejos , Colorado,4211,2,8,21
2463,Custer , Colorado,293,2,8,27
2464,Costilla , Colorado,2378,2,8,23
2465,Adams , Colorado,211139,2,8,1
2466,Douglas , Colorado,32066,2,8,35
2467,Eagle , Colorado,16381,2,8,37
2468,Lake , Colorado,2880,2,8,65
2469,La Plata , Colorado,7179,2,8,67
2470,Moffat , Colorado,2151,2,8,81
2471,Pitkin , Colorado,1871,2,8,97
2472,Rio Grande , Colorado,5000,2,8,105
2473,Cheyenne , Colorado,201,2,8,17
2474,Bent , Colorado,1798,2,8,11
2475,Crowley , Colorado,1986,2,8,25
2476,Dolores , Colorado,130,2,8,33
2477,San Juan , Colorado,91,2,8,111
2478,Jackson , Colorado,175,2,8,57
2479,Larimer , Colorado,42525,2,8,69
2480,Logan , Colorado,3858,2,8,75
2481,Montezuma , Colorado,3309,2,8,83
2482,San Miguel , Colorado,936,2,8,113
2483,Teller , Colorado,1801,2,8,119
2484,Boulder , Colorado,45579,2,8,13
2485,Elbert , Colorado,2032,2,8,39
2486,Las Animas , Colorado,5861,2,8,71
2487,Yuma , Colorado,2518,2,8,125
2488,Lincoln , Colorado,842,2,8,73
2489,Routt , Colorado,1773,2,8,107
2490,Summit , Colorado,4530,2,8,117
2491,Alamosa , Colorado,7725,2,8,3
2492,Clear Creek , Colorado,737,2,8,19
2493,Delta , Colorado,4769,2,8,29
2494,Fremont , Colorado,6441,2,8,43
2495,Pueblo , Colorado,72728,2,8,101
2496,Montrose , Colorado,8922,2,8,85
2497,Morgan , Colorado,10601,2,8,87
2498,Park , Colorado,1202,2,8,93
2499,Saguache , Colorado,2485,2,8,109
2500,Mesa , Colorado,22846,2,8,77
2501,Prowers , Colorado,4753,2,8,99
2502,Hinsdale , Colorado,47,2,8,53
2503,El Paso , Colorado,127746,2,8,41
2504,Washington , Colorado,535,2,8,121
2505,Grand , Colorado,1516,2,8,49
2506,Arapahoe , Colorado,129681,2,8,5
2507,Otero , Colorado,7719,2,8,89
2508,Broomfield , Colorado,8964,2,8,14
2509,New Castle , Delaware,58200,2,10,3
2510,Sussex , Delaware,21780,2,10,5
2511,Kent , Delaware,13411,2,10,1
2512,District of Columbia, District of Columbia,79477,2,11,1
2513,New Haven , Connecticut,163616,2,9,9
2514,Litchfield , Connecticut,12800,2,9,5
2515,Hartford , Connecticut,167275,2,9,3
2516,New London , Connecticut,29443,2,9,11
2517,Middlesex , Connecticut,10652,2,9,7
2518,Tolland , Connecticut,8861,2,9,13
2519,Fairfield , Connecticut,193772,2,9,1
2520,Duval , Florida,100736,2,12,31
2521,Bradford , Florida,1331,2,12,7
2522,Brevard , Florida,65612,2,12,9
2523,Lafayette , Florida,1167,2,12,67
2524,Lake , Florida,61388,2,12,69
2525,Nassau , Florida,4164,2,12,89
2526,Pinellas , Florida,99408,2,12,103
2527,Polk , Florida,178402,2,12,105
2528,St. Lucie , Florida,65310,2,12,111
2529,Glades , Florida,3014,2,12,43
2530,Hendry , Florida,23259,2,12,51
2531,Indian River , Florida,20383,2,12,61
2532,Jackson , Florida,2254,2,12,63
2533,Palm Beach , Florida,349584,2,12,99
2534,St. Johns , Florida,19759,2,12,109
2535,Seminole , Florida,105946,2,12,117
2536,Miami-Dade , Florida,1886364,2,12,86
2537,Bay , Florida,11638,2,12,5
2538,Flagler , Florida,12508,2,12,35
2539,Franklin , Florida,686,2,12,37
2540,Gulf , Florida,414,2,12,45
2541,Hamilton , Florida,1416,2,12,47
2542,Liberty , Florida,588,2,12,77
2543,Osceola , Florida,209797,2,12,97
2544,Sumter , Florida,7855,2,12,119
2545,Walton , Florida,4794,2,12,131
2546,Gadsden , Florida,4994,2,12,39
2547,Holmes , Florida,577,2,12,59
2548,Jefferson , Florida,595,2,12,65
2549,Lee , Florida,173497,2,12,71
2550,Marion , Florida,51636,2,12,83
2551,Hardee , Florida,11757,2,12,49
2552,Collier , Florida,109937,2,12,21
2553,Okeechobee , Florida,10967,2,12,93
2554,Orange , Florida,455295,2,12,95
2555,Pasco , Florida,91616,2,12,101
2556,Gilchrist , Florida,1112,2,12,41
2557,Highlands , Florida,22409,2,12,55
2558,Suwannee , Florida,4409,2,12,121
2559,Alachua , Florida,28222,2,12,1
2560,DeSoto , Florida,12212,2,12,27
2561,Calhoun , Florida,805,2,12,13
2562,Charlotte , Florida,14591,2,12,15
2563,Columbia , Florida,4837,2,12,23
2564,Dixie , Florida,708,2,12,29
2565,Martin , Florida,22844,2,12,85
2566,Putnam , Florida,7597,2,12,107
2567,Sarasota , Florida,41468,2,12,115
2568,Union , Florida,851,2,12,125
2569,Manatee , Florida,68094,2,12,81
2570,Citrus , Florida,9166,2,12,17
2571,Levy , Florida,3640,2,12,75
2572,Baker , Florida,831,2,12,3
2573,Santa Rosa , Florida,10858,2,12,113
2574,Volusia , Florida,82949,2,12,127
2575,Leon , Florida,19613,2,12,73
2576,Broward , Florida,606982,2,12,11
2577,Madison , Florida,1045,2,12,79
2578,Monroe , Florida,18800,2,12,87
2579,Escambia , Florida,18894,2,12,33
2580,Hernando , Florida,28776,2,12,53
2581,Hillsborough , Florida,436896,2,12,57
2582,Taylor , Florida,916,2,12,123
2583,Wakulla , Florida,1324,2,12,129
2584,Lumpkin , Georgia,1710,2,13,187
2585,McDuffie , Georgia,714,2,13,189
2586,Miller , Georgia,163,2,13,201
2587,Morgan , Georgia,621,2,13,211
2588,Heard , Georgia,350,2,13,149
2589,Oconee , Georgia,2311,2,13,219
2590,Dougherty , Georgia,2689,2,13,95
2591,Fannin , Georgia,685,2,13,111
2592,Henry , Georgia,16983,2,13,151
2593,Houston , Georgia,10357,2,13,153
2594,Laurens , Georgia,1369,2,13,175
2595,Long , Georgia,2157,2,13,183
2596,Spalding , Georgia,3319,2,13,255
2597,Stephens , Georgia,1005,2,13,257
2598,Telfair , Georgia,2411,2,13,271
2599,Union , Georgia,874,2,13,291
2600,Upson , Georgia,628,2,13,293
2601,Washington , Georgia,534,2,13,303
2602,White , Georgia,1034,2,13,311
2603,Peach , Georgia,2302,2,13,225
2604,Paulding , Georgia,11906,2,13,223
2605,Pierce , Georgia,999,2,13,229
2606,Pike , Georgia,332,2,13,231
2607,Richmond , Georgia,10260,2,13,245
2608,Screven , Georgia,352,2,13,251
2609,Berrien , Georgia,1063,2,13,19
2610,Walker , Georgia,1740,2,13,295
2611,Gwinnett , Georgia,203623,2,13,135
2612,Barrow , Georgia,10137,2,13,13
2613,Charlton , Georgia,722,2,13,49
2614,Clinch , Georgia,383,2,13,65
2615,Bartow , Georgia,9867,2,13,15
2616,Douglas , Georgia,14981,2,13,97
2617,Jeff Davis , Georgia,1940,2,13,161
2618,Hancock , Georgia,230,2,13,141
2619,Whitfield , Georgia,38014,2,13,313
2620,Calhoun , Georgia,314,2,13,37
2621,Macon , Georgia,581,2,13,193
2622,Troup , Georgia,2609,2,13,285
2623,Bibb , Georgia,5347,2,13,21
2624,Harris , Georgia,1363,2,13,145
2625,Marion , Georgia,645,2,13,197
2626,Schley , Georgia,301,2,13,249
2627,Worth , Georgia,487,2,13,321
2628,Bleckley , Georgia,414,2,13,23
2629,Dooly , Georgia,941,2,13,93
2630,Evans , Georgia,1255,2,13,109
2631,Franklin , Georgia,1124,2,13,119
2632,Webster , Georgia,130,2,13,307
2633,Effingham , Georgia,3131,2,13,103
2634,Lamar , Georgia,503,2,13,171
2635,Glascock , Georgia,55,2,13,125
2636,Emanuel , Georgia,1041,2,13,107
2637,Quitman , Georgia,47,2,13,239
2638,Chatham , Georgia,19337,2,13,51
2639,Jasper , Georgia,577,2,13,159
2640,Johnson , Georgia,272,2,13,167
2641,Lanier , Georgia,664,2,13,173
2642,Liberty , Georgia,7775,2,13,179
2643,Madison , Georgia,1815,2,13,195
2644,Mitchell , Georgia,1047,2,13,205
2645,Seminole , Georgia,291,2,13,253
2646,Tift , Georgia,4954,2,13,277
2647,Twiggs , Georgia,219,2,13,289
2648,Polk , Georgia,5783,2,13,233
2649,Talbot , Georgia,181,2,13,263
2650,Taylor , Georgia,211,2,13,269
2651,Terrell , Georgia,245,2,13,273
2652,Thomas , Georgia,1748,2,13,275
2653,Toombs , Georgia,3173,2,13,279
2654,Wilkinson , Georgia,277,2,13,319
2655,Montgomery , Georgia,643,2,13,209
2656,Oglethorpe , Georgia,763,2,13,221
2657,Randolph , Georgia,181,2,13,243
2658,Rockdale , Georgia,9519,2,13,247
2659,Ware , Georgia,1574,2,13,299
2660,Wayne , Georgia,1948,2,13,305
2661,Wheeler , Georgia,423,2,13,309
2662,Wilcox , Georgia,429,2,13,315
2663,Baldwin , Georgia,1051,2,13,9
2664,Banks , Georgia,1394,2,13,11
2665,Bulloch , Georgia,3376,2,13,31
2666,Clarke , Georgia,14117,2,13,59
2667,Clay , Georgia,47,2,13,61
2668,Echols , Georgia,1194,2,13,101
2669,Glynn , Georgia,5830,2,13,127
2670,DeKalb , Georgia,64757,2,13,89
2671,Haralson , Georgia,589,2,13,143
2672,Jackson , Georgia,6153,2,13,157
2673,Jefferson , Georgia,622,2,13,163
2674,Jones , Georgia,532,2,13,169
2675,Lincoln , Georgia,166,2,13,181
2676,Murray , Georgia,6288,2,13,213
2677,Muscogee , Georgia,15087,2,13,215
2678,Pulaski , Georgia,397,2,13,235
2679,Rabun , Georgia,1346,2,13,241
