index,county,state,POP,HISP,state_code,county_code
0,Jasper , Mississippi,237,2,28,61
1,Jones , Mississippi,3197,2,28,67
2,Walthall , Mississippi,311,2,28,147
3,Monroe , Mississippi,477,2,28,95
4,Pontotoc , Mississippi,2347,2,28,115
5,Holmes , Mississippi,202,2,28,51
6,Amite , Mississippi,166,2,28,5
7,Madison , Mississippi,3334,2,28,89
8,Calhoun , Mississippi,902,2,28,13
9,Marion , Mississippi,433,2,28,91
10,Tishomingo , Mississippi,665,2,28,141
11,Wayne , Mississippi,322,2,28,153
12,Benton , Mississippi,218,2,28,9
13,Franklin , Mississippi,89,2,28,37
14,Greene , Mississippi,169,2,28,41
15,Marshall , Mississippi,1401,2,28,93
16,Quitman , Mississippi,124,2,28,119
17,Pearl River , Mississippi,1805,2,28,109
18,Leake , Mississippi,1105,2,28,79
19,Noxubee , Mississippi,152,2,28,103
20,Neshoba , Mississippi,650,2,28,99
21,Rankin , Mississippi,4381,2,28,121
22,Tate , Mississippi,781,2,28,137
23,Panola , Mississippi,758,2,28,107
24,Perry , Mississippi,187,2,28,111
25,Yalobusha , Mississippi,207,2,28,161
26,Chickasaw , Mississippi,921,2,28,17
27,Carroll , Mississippi,163,2,28,15
28,Copiah , Mississippi,934,2,28,29
29,George , Mississippi,745,2,28,39
30,Grenada , Mississippi,333,2,28,43
31,Washington , Mississippi,761,2,28,151
32,Lawrence , Mississippi,274,2,28,77
33,Hinds , Mississippi,3613,2,28,49
34,Jefferson , Mississippi,63,2,28,63
35,Newton , Mississippi,410,2,28,101
36,Union , Mississippi,1285,2,28,145
37,Prentiss , Mississippi,397,2,28,117
38,Sullivan , Missouri,1131,2,29,211
39,Camden , Missouri,1320,2,29,29
40,Clark , Missouri,59,2,29,45
41,Jasper , Missouri,10270,2,29,97
42,Jefferson , Missouri,4704,2,29,99
43,Lewis , Missouri,182,2,29,111
44,McDonald , Missouri,2603,2,29,119
45,New Madrid , Missouri,360,2,29,143
46,Perry , Missouri,471,2,29,157
47,Polk , Missouri,813,2,29,167
48,Ralls , Missouri,138,2,29,173
49,Ray , Missouri,595,2,29,177
50,Custer , Montana,426,2,30,17
51,Schuyler , Missouri,81,2,29,197
52,Scotland , Missouri,54,2,29,199
53,Hill , Montana,662,2,30,41
54,Chouteau , Montana,161,2,30,15
55,Powder River , Montana,39,2,30,75
56,Lincoln , Montana,668,2,30,53
57,Park , Montana,549,2,30,67
58,Roosevelt , Montana,456,2,30,85
59,Treasure , Montana,29,2,30,103
60,Blaine , Montana,248,2,30,5
61,Liberty , Montana,19,2,30,51
62,Sweet Grass , Montana,109,2,30,97
63,Saunders , Nebraska,518,2,31,155
64,Scotts Bluff , Nebraska,8605,2,31,157
65,Wayne , Nebraska,615,2,31,179
66,Keya Paha , Nebraska,8,2,31,103
67,Kimball , Nebraska,338,2,31,105
68,Knox , Nebraska,279,2,31,107
69,Lincoln , Nebraska,3184,2,31,111
70,Merrick , Nebraska,390,2,31,121
71,Pierce , Nebraska,162,2,31,139
72,Sioux , Nebraska,62,2,31,165
73,Burt , Nebraska,223,2,31,21
74,Cass , Nebraska,966,2,31,25
75,Cuming , Nebraska,914,2,31,39
76,Dixon , Nebraska,829,2,31,51
77,Dundy , Nebraska,125,2,31,57
78,Grant , Nebraska,9,2,31,75
79,Greeley , Nebraska,54,2,31,77
80,Hall , Nebraska,17811,2,31,79
81,Hayes , Nebraska,50,2,31,85
82,Otoe , Nebraska,1371,2,31,131
83,Red Willow , Nebraska,603,2,31,145
84,Cedar , Nebraska,205,2,31,27
85,Johnson , Nebraska,521,2,31,97
86,Cheyenne , Nebraska,701,2,31,33
87,Dawson , Nebraska,7984,2,31,47
88,Garfield , Nebraska,35,2,31,71
89,McPherson , Nebraska,7,2,31,117
90,Nance , Nebraska,108,2,31,125
91,Pawnee , Nebraska,50,2,31,133
92,Stanton , Nebraska,335,2,31,167
93,Valley , Nebraska,143,2,31,175
94,Madison , Nebraska,5530,2,31,119
95,Perkins , Nebraska,126,2,31,135
96,Phelps , Nebraska,527,2,31,137
97,Wheeler , Nebraska,12,2,31,183
98,Churchill , Nevada,3606,2,32,1
99,Douglas , Nevada,6447,2,32,5
100,Lander , Nevada,1281,2,32,15
101,Pershing , Nevada,1668,2,32,27
102,Esmeralda , Nevada,168,2,32,9
103,Eureka , Nevada,268,2,32,11
104,Humboldt , Nevada,4636,2,32,13
105,Mineral , Nevada,594,2,32,21
106,White Pine , Nevada,1600,2,32,33
107,Elko , Nevada,13018,2,32,7
108,Lincoln , Nevada,405,2,32,17
109,Nye , Nevada,7131,2,32,23
110,Storey , Nevada,330,2,32,29
111,Washoe , Nevada,117884,2,32,31
112,Clark , Nevada,717278,2,32,3
113,Carson City, Nevada,13889,2,32,510
114,Lyon , Nevada,10397,2,32,19
115,Cheshire , New Hampshire,1505,2,33,5
116,Merrimack , New Hampshire,3459,2,33,13
117,Grafton , New Hampshire,2279,2,33,9
118,Choctaw , Mississippi,131,2,28,19
119,Forrest , Mississippi,2224,2,28,35
120,Hancock , Mississippi,1834,2,28,45
121,Itawamba , Mississippi,398,2,28,57
122,Lafayette , Mississippi,1442,2,28,71
123,Issaquena , Mississippi,22,2,28,55
124,Jackson , Mississippi,9810,2,28,59
125,Sharkey , Mississippi,98,2,28,125
126,Lowndes , Mississippi,1216,2,28,87
127,Leflore , Mississippi,794,2,28,83
128,Tunica , Mississippi,241,2,28,143
129,Wilkinson , Mississippi,89,2,28,157
130,Claiborne , Mississippi,124,2,28,21
131,Belknap , New Hampshire,1096,2,33,1
132,Sullivan , New Hampshire,740,2,33,19
133,Hillsborough , New Hampshire,30369,2,33,11
134,Strafford , New Hampshire,3622,2,33,17
135,Coos , New Hampshire,600,2,33,7
136,Carroll , New Hampshire,802,2,33,3
137,Monmouth , New Jersey,68930,2,34,25
138,Mercer , New Jersey,67824,2,34,21
139,Sussex , New Jersey,12904,2,34,37
140,Rockingham , New Hampshire,10117,2,33,15
141,Cumberland , New Jersey,47569,2,34,11
142,Somerset , New Jersey,50061,2,34,35
143,Essex , New Jersey,190013,2,34,13
144,Ocean , New Jersey,57818,2,34,29
145,Atlantic , New Jersey,51129,2,34,1
146,Gloucester , New Jersey,19500,2,34,15
147,Salem , New Jersey,6088,2,34,33
148,Passaic , New Jersey,215329,2,34,31
149,Cape May , New Jersey,7452,2,34,9
150,Camden , New Jersey,89046,2,34,7
151,Bergen , New Jersey,195997,2,34,3
152,Union , New Jersey,182552,2,34,39
153,Warren , New Jersey,10696,2,34,41
154,Hunterdon , New Jersey,8694,2,34,19
155,Burlington , New Jersey,38006,2,34,5
156,Morris , New Jersey,68147,2,34,27
157,Luna , New Mexico,16096,2,35,29
158,McKinley , New Mexico,10148,2,35,31
159,Sandoval , New Mexico,58613,2,35,43
160,Taos , New Mexico,18501,2,35,55
161,Grant , New Mexico,13608,2,35,17
162,Middlesex , New Jersey,182108,2,34,23
163,Curry , New Mexico,21255,2,35,9
164,Colfax , New Mexico,5876,2,35,7
165,Eddy , New Mexico,29548,2,35,15
166,Harding , New Mexico,293,2,35,21
167,Mora , New Mexico,3672,2,35,33
168,San Juan , New Mexico,25534,2,35,45
169,Quay , New Mexico,3797,2,35,37
170,Lincoln , New Mexico,6727,2,35,27
171,Chaves , New Mexico,37376,2,35,5
172,Lea , New Mexico,42705,2,35,25
173,Santa Fe , New Mexico,76529,2,35,49
174,Prairie , Montana,51,2,30,79
175,Toole , Montana,209,2,30,101
176,Glacier , Montana,491,2,30,35
177,Fallon , Montana,46,2,30,25
178,Daniels , Montana,54,2,30,19
179,Golden Valley , Montana,40,2,30,37
180,Judith Basin , Montana,39,2,30,45
181,Silver Bow , Montana,1629,2,30,93
182,Richland , Montana,598,2,30,83
183,Teton , Montana,102,2,30,99
184,Stillwater , Montana,412,2,30,95
185,Deer Lodge , Montana,338,2,30,23
186,Jefferson , Montana,359,2,30,43
187,Granite , Montana,82,2,30,39
188,McCone , Montana,30,2,30,55
189,Cape Girardeau , Missouri,1947,2,29,31
190,Shelby , Missouri,129,2,29,205
191,Webster , Missouri,858,2,29,225
192,Atchison , Missouri,76,2,29,5
193,Benton , Missouri,416,2,29,15
194,Carter , Missouri,172,2,29,35
195,Dade , Missouri,173,2,29,57
196,Linn , Missouri,338,2,29,115
197,Howell , Missouri,890,2,29,91
198,Johnson , Missouri,2596,2,29,101
199,Laclede , Missouri,918,2,29,105
200,St. Charles , Missouri,13754,2,29,183
201,Bollinger , Missouri,179,2,29,17
202,Maries , Missouri,128,2,29,125
203,Phelps , Missouri,1255,2,29,161
204,Platte , Missouri,6626,2,29,165
205,St. Francois , Missouri,1113,2,29,187
206,St. Louis city, Missouri,12543,2,29,510
207,Andrew , Missouri,475,2,29,3
208,Butler , Missouri,938,2,29,23
209,Carroll , Missouri,142,2,29,33
210,Onondaga , New York,23802,2,36,67
211,Fulton , New York,1861,2,36,35
212,Clinton , New York,2402,2,36,19
213,Seneca , New York,1257,2,36,99
214,Rensselaer , New York,8260,2,36,83
215,Putnam , New York,16126,2,36,79
216,Franklin , New York,1811,2,36,33
217,Herkimer , New York,1414,2,36,43
218,Ontario , New York,5614,2,36,69
219,Queens , New York,634934,2,36,81
220,Steuben , New York,1626,2,36,101
221,Hamilton , New York,87,2,36,41
222,Washington , New York,1801,2,36,115
223,Chautauqua , New York,9864,2,36,13
224,Union , New Mexico,1748,2,35,59
225,Sierra , New Mexico,3342,2,35,51
226,Kings , New York,483679,2,36,47
227,New York , New York,416759,2,36,61
228,Tioga , New York,1005,2,36,107
229,Cayuga , New York,2401,2,36,11
230,Orleans , New York,2066,2,36,73
231,Saratoga , New York,7771,2,36,91
232,Rockland , New York,59937,2,36,87
233,Columbia , New York,2989,2,36,21
234,Lewis , New York,463,2,36,49
235,Niagara , New York,6970,2,36,63
236,Lauderdale , Mississippi,1693,2,28,75
237,Lincoln , Mississippi,460,2,28,85
238,Scott , Mississippi,3335,2,28,123
239,Simpson , Mississippi,502,2,28,127
240,Winston , Mississippi,249,2,28,159
241,Yazoo , Mississippi,2533,2,28,163
242,Attala , Mississippi,365,2,28,7
243,Bolivar , Mississippi,684,2,28,11
244,Lamar , Mississippi,1844,2,28,73
245,Lee , Mississippi,2334,2,28,81
246,Pike , Mississippi,629,2,28,113
247,Tallahatchie , Mississippi,951,2,28,135
248,Smith , Mississippi,292,2,28,129
249,Stone , Mississippi,381,2,28,131
250,Warren , Mississippi,1002,2,28,149
251,Harrison , Mississippi,11600,2,28,47
252,Jefferson Davis , Mississippi,212,2,28,65
253,Clarke , Mississippi,174,2,28,23
254,Kemper , Mississippi,92,2,28,69
255,Montgomery , Mississippi,144,2,28,97
256,Oktibbeha , Mississippi,859,2,28,105
257,Sunflower , Mississippi,493,2,28,133
258,Webster , Mississippi,145,2,28,155
259,Alcorn , Mississippi,1189,2,28,3
260,Adams , Mississippi,3099,2,28,1
261,Clay , Mississippi,306,2,28,25
262,DeSoto , Mississippi,9415,2,28,33
263,Rosebud , Montana,481,2,30,87
264,Sheridan , Montana,138,2,30,91
265,Carter , Montana,14,2,30,11
266,Dawson , Montana,261,2,30,21
267,Big Horn , Montana,874,2,30,3
268,Broadwater , Montana,183,2,30,7
269,Lake , Montana,1459,2,30,47
270,Lewis and Clark , Montana,2383,2,30,49
271,Pondera , Montana,129,2,30,73
272,Yellowstone , Montana,9409,2,30,111
273,Missoula , Montana,4094,2,30,63
274,Ravalli , Montana,1608,2,30,81
275,Valley , Montana,209,2,30,105
276,Cascade , Montana,3860,2,30,13
277,Fergus , Montana,243,2,30,27
278,Garfield , Montana,9,2,30,33
279,Mineral , Montana,138,2,30,61
280,Petroleum , Montana,11,2,30,69
281,Powell , Montana,200,2,30,77
282,Sanders , Montana,404,2,30,89
283,Wheatland , Montana,100,2,30,107
284,Madison , Montana,375,2,30,57
285,Wibaux , Montana,36,2,30,109
286,Gallatin , Montana,4558,2,30,31
287,Meagher , Montana,34,2,30,59
288,Carbon , Montana,261,2,30,9
289,Beaverhead , Montana,520,2,30,1
290,Flathead , Montana,3131,2,30,29
291,Musselshell , Montana,172,2,30,65
292,Phillips , Montana,149,2,30,71
293,Harlan , Nebraska,76,2,31,83
294,York , Nebraska,718,2,31,185
295,Blaine , Nebraska,7,2,31,9
296,Buffalo , Nebraska,4634,2,31,19
297,Colfax , Nebraska,4895,2,31,37
298,Deuel , Nebraska,139,2,31,49
299,Los Alamos , New Mexico,3574,2,35,28
300,Rio Arriba , New Mexico,27668,2,35,39
301,San Miguel , New Mexico,21162,2,35,47
302,Valencia , New Mexico,46873,2,35,61
303,Torrance , New Mexico,6770,2,35,57
304,Bernalillo , New Mexico,341627,2,35,1
305,Otero , New Mexico,26034,2,35,35
306,Cibola , New Mexico,10261,2,35,6
307,Roosevelt , New Mexico,8000,2,35,41
308,Doña Ana , New Mexico,150033,2,35,13
309,De Baca , New Mexico,803,2,35,11
310,Guadalupe , New Mexico,3382,2,35,19
311,Catron , New Mexico,670,2,35,3
312,Schoharie , New York,1065,2,36,95
313,Bronx , New York,799580,2,36,5
314,Polk , Nebraska,322,2,31,143
315,Thayer , Nebraska,156,2,31,169
316,Box Butte , Nebraska,1396,2,31,13
317,Brown , Nebraska,80,2,31,17
318,Adams , Nebraska,3450,2,31,1
319,Sheridan , Nebraska,318,2,31,161
320,Lancaster , Nebraska,23567,2,31,109
321,Boone , Nebraska,114,2,31,11
322,Nuckolls , Nebraska,126,2,31,129
323,Rock , Nebraska,26,2,31,149
324,Banner , Nebraska,43,2,31,7
325,Frontier , Nebraska,83,2,31,63
326,Sherman , Nebraska,67,2,31,163
327,Douglas , Nebraska,73944,2,31,55
328,Richardson , Nebraska,146,2,31,147
329,Hitchcock , Nebraska,94,2,31,87
330,Logan , Nebraska,28,2,31,113
331,Platte , Nebraska,6821,2,31,141
332,Howard , Nebraska,151,2,31,93
333,Holt , Nebraska,553,2,31,89
334,Furnas , Nebraska,228,2,31,65
335,Gosper , Nebraska,118,2,31,73
336,Saline , Nebraska,3777,2,31,151
337,Sarpy , Nebraska,18861,2,31,153
338,Thurston , Nebraska,450,2,31,173
339,Washington , Nebraska,617,2,31,177
340,Cherry , Nebraska,186,2,31,31
341,Delaware , Pennsylvania,23290,2,42,45
342,Dauphin , Pennsylvania,27556,2,42,43
343,Franklin , Pennsylvania,9453,2,42,55
344,Union , Pennsylvania,2718,2,42,119
345,Wayne , Pennsylvania,2494,2,42,127
346,Bedford , Pennsylvania,601,2,42,9
347,Monroe , Pennsylvania,28866,2,42,89
348,Huntingdon , Pennsylvania,934,2,42,61
349,Washington , Pennsylvania,3756,2,42,125
350,York , Pennsylvania,36265,2,42,133
351,Indiana , Pennsylvania,1146,2,42,63
352,Cumberland , Pennsylvania,10996,2,42,41
353,Allegheny , Pennsylvania,27552,2,42,3
354,Westmoreland , Pennsylvania,4484,2,42,129
355,Forest , Pennsylvania,492,2,42,53
356,Blair , Pennsylvania,1631,2,42,13
357,Lawrence , Pennsylvania,1376,2,42,73
358,Bradford , Pennsylvania,956,2,42,15
359,Covington , Mississippi,447,2,28,31
360,Humphreys , Mississippi,307,2,28,53
361,Cambria , Pennsylvania,2296,2,42,21
362,Chester , Pennsylvania,40047,2,42,29
363,Berks , Pennsylvania,94556,2,42,11
364,Somerset , Pennsylvania,1148,2,42,111
365,Mifflin , Pennsylvania,778,2,42,87
366,Mercer , Missouri,98,2,29,129
367,Madison , Missouri,279,2,29,123
368,Wright , Missouri,414,2,29,229
369,Clay , Missouri,17661,2,29,47
370,Vernon , Missouri,477,2,29,217
371,Dent , Missouri,298,2,29,65
372,Delaware , New York,1761,2,36,25
373,Essex , New York,1112,2,36,31
374,Montgomery , New York,7404,2,36,57
375,Nassau , New York,237225,2,36,59
376,Richmond , New York,88638,2,36,85
377,St. Lawrence , New York,2594,2,36,89
378,Schuyler , New York,363,2,36,97
379,Tompkins , New York,5519,2,36,109
380,Warren , New York,1803,2,36,113
381,Chenango , New York,1087,2,36,17
382,Cortland , New York,1354,2,36,23
383,Dutchess , New York,37960,2,36,27
384,Westchester , New York,247170,2,36,119
385,Jefferson , New York,8561,2,36,45
386,Monroe , New York,68088,2,36,55
387,Oneida , New York,14083,2,36,65
388,Suffolk , New York,298429,2,36,103
389,Ulster , New York,18838,2,36,111
390,Wyoming , New York,1321,2,36,121
391,Chemung , New York,2700,2,36,15
392,Livingston , New York,2451,2,36,51
393,Knox , Missouri,56,2,29,103
394,Marion , Missouri,542,2,29,127
395,Montgomery , Missouri,244,2,29,139
396,Osage , Missouri,120,2,29,151
397,Ripley , Missouri,206,2,29,181
398,Stoddard , Missouri,534,2,29,207
399,Warren , Missouri,1245,2,29,219
400,Washington , Missouri,375,2,29,221
401,Audrain , Missouri,828,2,29,7
402,Christian , Missouri,2763,2,29,43
403,Daviess , Missouri,117,2,29,61
404,Holt , Missouri,69,2,29,87
405,DeKalb , Missouri,361,2,29,63
406,Greene , Missouri,11576,2,29,77
407,Harrison , Missouri,221,2,29,81
408,Lafayette , Missouri,1024,2,29,107
409,St. Clair , Missouri,214,2,29,185
410,Adair , Missouri,653,2,29,1
411,Worth , Missouri,37,2,29,227
412,Chariton , Missouri,65,2,29,41
413,Grundy , Missouri,235,2,29,79
414,Morgan , Missouri,496,2,29,141
415,Wayne , Missouri,231,2,29,223
416,Reynolds , Missouri,106,2,29,179
417,St. Louis , Missouri,29916,2,29,189
418,Scott , Missouri,932,2,29,201
419,Stone , Missouri,767,2,29,209
420,Barry , Missouri,3557,2,29,9
421,Barton , Missouri,338,2,29,11
422,Cedar , Missouri,353,2,29,39
423,Cole , Missouri,2251,2,29,51
424,Crawford , Missouri,506,2,29,55
425,Gasconade , Missouri,239,2,29,73
426,Iron , Missouri,191,2,29,93
427,Livingston , Missouri,311,2,29,117
428,Macon , Missouri,271,2,29,121
429,Saline , Missouri,2472,2,29,195
430,Nodaway , Missouri,400,2,29,147
431,Moniteau , Missouri,860,2,29,135
432,Oregon , Missouri,203,2,29,149
433,Pemiscot , Missouri,447,2,29,155
434,Pettis , Missouri,3714,2,29,159
435,Ste. Genevieve , Missouri,224,2,29,186
436,Shannon , Missouri,166,2,29,203
437,Randolph , Missouri,533,2,29,175
438,Douglas , Missouri,234,2,29,67
439,Dunklin , Missouri,2031,2,29,69
440,Franklin , Missouri,1936,2,29,71
441,Henry , Missouri,566,2,29,83
442,Howard , Missouri,169,2,29,89
443,Jackson , Missouri,64986,2,29,95
444,Fillmore , Nebraska,212,2,31,59
445,Garden , Nebraska,101,2,31,69
446,Hooker , Nebraska,20,2,31,91
447,Morrill , Nebraska,706,2,31,123
448,Nemaha , Nebraska,197,2,31,127
449,Seward , Nebraska,452,2,31,159
450,Thomas , Nebraska,28,2,31,171
451,Dakota , Nebraska,7870,2,31,43
452,Webster , Nebraska,190,2,31,181
453,Antelope , Nebraska,215,2,31,3
454,Chase , Nebraska,579,2,31,29
455,Butler , Nebraska,358,2,31,23
456,Clay , Nebraska,556,2,31,35
457,Dodge , Nebraska,5150,2,31,53
458,Arthur , Nebraska,20,2,31,5
459,Custer , Nebraska,376,2,31,41
460,Franklin , Nebraska,72,2,31,61
461,Gage , Nebraska,619,2,31,67
462,Hamilton , Nebraska,366,2,31,81
463,Jefferson , Nebraska,350,2,31,95
464,Kearney , Nebraska,424,2,31,99
465,Keith , Nebraska,625,2,31,101
466,Loup , Nebraska,26,2,31,115
467,Miller , Missouri,549,2,29,131
468,Pulaski , Missouri,6194,2,29,169
469,Putnam , Missouri,116,2,29,171
470,Taney , Missouri,3484,2,29,213
471,Texas , Missouri,566,2,29,215
472,Buchanan , Missouri,5991,2,29,21
473,Caldwell , Missouri,224,2,29,25
474,Callaway , Missouri,973,2,29,27
475,Cass , Missouri,4842,2,29,37
476,Clinton , Missouri,472,2,29,49
477,Cooper , Missouri,374,2,29,53
478,Dallas , Missouri,378,2,29,59
479,Lawrence , Missouri,3033,2,29,109
480,Gentry , Missouri,123,2,29,75
481,Hickory , Missouri,195,2,29,85
482,Lincoln , Missouri,1557,2,29,113
483,Mississippi , Missouri,323,2,29,133
484,Monroe , Missouri,143,2,29,137
485,Newton , Missouri,3247,2,29,145
486,Ozark , Missouri,187,2,29,153
487,Pike , Missouri,413,2,29,163
488,Tillamook , Oregon,2834,2,41,57
489,Yamhill , Oregon,17379,2,41,71
490,Baker , Oregon,761,2,41,1
491,Josephine , Oregon,6720,2,41,33
492,Klamath , Oregon,9396,2,41,35
493,Umatilla , Oregon,21512,2,41,59
494,Lincoln , Oregon,4735,2,41,41
495,Benton , Oregon,7252,2,41,3
496,Crook , Oregon,1866,2,41,13
497,Sherman , Oregon,123,2,41,55
498,Wasco , Oregon,5126,2,41,65
499,Harney , Oregon,379,2,41,25
500,Lane , Oregon,35623,2,41,39
501,Malheur , Oregon,10591,2,41,45
502,Wallowa , Oregon,257,2,41,63
503,Washington , Oregon,102830,2,41,67
504,Wheeler , Oregon,78,2,41,69
505,Morrow , Oregon,4379,2,41,49
506,Clatsop , Oregon,3476,2,41,7
507,Coos , Oregon,4392,2,41,11
508,Curry , Oregon,1707,2,41,15
509,Gilliam , Oregon,141,2,41,21
510,Hood River , Oregon,7448,2,41,27
511,Lake , Oregon,678,2,41,37
512,Multnomah , Oregon,97667,2,41,51
513,Pike , Pennsylvania,6463,2,42,103
514,Snyder , Pennsylvania,893,2,42,109
515,Susquehanna , Pennsylvania,715,2,42,115
516,Crawford , Pennsylvania,1195,2,42,39
517,Erie , Pennsylvania,11904,2,42,49
518,Fulton , Pennsylvania,186,2,42,57
519,Juniata , Pennsylvania,1056,2,42,67
520,Schuylkill , Pennsylvania,7349,2,42,107
521,Wyoming , Pennsylvania,538,2,42,131
522,Adams , Pennsylvania,7511,2,42,1
523,Armstrong , Pennsylvania,524,2,42,5
524,Clinton , Pennsylvania,630,2,42,35
525,Carbon , Pennsylvania,3402,2,42,25
526,Centre , Pennsylvania,4911,2,42,27
527,Northumberland , Pennsylvania,3580,2,42,97
528,Northampton , Pennsylvania,43200,2,42,95
529,Cameron , Pennsylvania,67,2,42,23
530,Venango , Pennsylvania,559,2,42,121
531,Beaver , Pennsylvania,2925,2,42,7
532,Bucks , Pennsylvania,35660,2,42,17
533,Lackawanna , Pennsylvania,17602,2,42,69
534,Lehigh , Pennsylvania,96920,2,42,77
535,McKean , Pennsylvania,875,2,42,83
536,Fayette , Pennsylvania,1683,2,42,51
537,Clarion , Pennsylvania,419,2,42,31
538,Montgomery , Pennsylvania,45162,2,42,91
539,Clearfield , Pennsylvania,2460,2,42,33
540,Greene , Pennsylvania,577,2,42,59
541,Lebanon , Pennsylvania,20058,2,42,75
542,Lycoming , Pennsylvania,2436,2,42,81
543,Luzerne , Pennsylvania,43740,2,42,79
544,Montour , Pennsylvania,527,2,42,93
545,Warren , Pennsylvania,450,2,42,123
546,Columbia , Pennsylvania,1936,2,42,37
547,Elk , Pennsylvania,255,2,42,47
548,Jefferson , Pennsylvania,412,2,42,65
549,Lancaster , Pennsylvania,59831,2,42,71
550,Mercer , Pennsylvania,1759,2,42,85
551,Perry , Pennsylvania,1060,2,42,99
552,Potter , Pennsylvania,244,2,42,105
553,Sullivan , Pennsylvania,111,2,42,113
554,Tioga , Pennsylvania,524,2,42,117
555,Newport , Rhode Island,4886,2,44,5
556,Kent , Rhode Island,9296,2,44,3
557,Providence , Rhode Island,152606,2,44,7
558,Bristol , Rhode Island,1575,2,44,1
559,Washington , Rhode Island,4281,2,44,9
560,Aiken , South Carolina,10087,2,45,3
561,Allendale , South Carolina,322,2,45,5
562,Newberry , South Carolina,3013,2,45,71
563,Edgefield , South Carolina,1690,2,45,37
564,Chester , South Carolina,725,2,45,23
565,Clarendon , South Carolina,1085,2,45,27
566,Colleton , South Carolina,1230,2,45,29
567,Marion , South Carolina,893,2,45,67
568,Sumter , South Carolina,4469,2,45,85
569,Lexington , South Carolina,18794,2,45,63
570,Oconee , South Carolina,4630,2,45,73
571,Barnwell , South Carolina,558,2,45,11
572,Berkeley , South Carolina,15903,2,45,15
573,Charleston , South Carolina,21771,2,45,19
574,Darlington , South Carolina,1445,2,45,31
575,Georgetown , South Carolina,1990,2,45,43
576,Marlboro , South Carolina,893,2,45,69
577,York , South Carolina,16642,2,45,91
578,Anderson , South Carolina,8080,2,45,7
579,Cherokee , South Carolina,2655,2,45,21
580,Chesterfield , South Carolina,2098,2,45,25
581,Greenwood , South Carolina,4382,2,45,47
582,Jasper , South Carolina,4195,2,45,53
583,Horry , South Carolina,21591,2,45,51
584,Kershaw , South Carolina,3233,2,45,55
585,Lee , South Carolina,429,2,45,61
586,Orangeburg , South Carolina,2040,2,45,75
587,Spartanburg , South Carolina,23304,2,45,83
588,Abbeville , South Carolina,402,2,45,1
589,Bamberg , South Carolina,320,2,45,9
590,Beaufort , South Carolina,21319,2,45,13
591,Calhoun , South Carolina,569,2,45,17
592,Dillon , South Carolina,864,2,45,33
593,Saluda , South Carolina,3245,2,45,81
594,Richland , South Carolina,22230,2,45,79
595,Fairfield , South Carolina,528,2,45,39
596,Hampton , South Carolina,801,2,45,49
597,Greenville , South Carolina,49792,2,45,45
598,Lancaster , South Carolina,5735,2,45,57
599,Dorchester , South Carolina,9395,2,45,35
600,Florence , South Carolina,3889,2,45,41
601,Laurens , South Carolina,3580,2,45,59
602,Pickens , South Carolina,5000,2,45,77
603,Union , South Carolina,481,2,45,87
604,Williamsburg , South Carolina,685,2,45,89
605,Aurora , South Dakota,197,2,46,3
606,Grant , South Dakota,353,2,46,51
607,Tripp , South Dakota,144,2,46,123
608,Lyman , South Dakota,97,2,46,85
609,Ziebach , South Dakota,109,2,46,137
610,Deuel , South Dakota,170,2,46,39
611,Spink , South Dakota,217,2,46,115
612,Bon Homme , South Dakota,214,2,46,9
613,Brule , South Dakota,171,2,46,15
614,Brookings , South Dakota,1226,2,46,11
615,Fall River , South Dakota,258,2,46,47
616,Gregory , South Dakota,71,2,46,53
617,Hamlin , South Dakota,276,2,46,57
618,Jackson , South Dakota,133,2,46,71
619,Minnehaha , South Dakota,9936,2,46,99
620,Custer , South Dakota,393,2,46,33
621,Hyde , South Dakota,19,2,46,69
622,Clark , South Dakota,131,2,46,25
623,Faulk , South Dakota,23,2,46,49
624,Hutchinson , South Dakota,167,2,46,67
625,Kingsbury , South Dakota,125,2,46,77
626,Walworth , South Dakota,132,2,46,129
627,Buffalo , South Dakota,105,2,46,17
628,Clay , South Dakota,444,2,46,27
629,Day , South Dakota,135,2,46,37
630,Dewey , South Dakota,292,2,46,41
631,Douglas , South Dakota,59,2,46,43
632,Harding , South Dakota,34,2,46,63
633,Hughes , South Dakota,559,2,46,65
634,McPherson , South Dakota,37,2,46,89
635,Roberts , South Dakota,397,2,46,109
636,Sanborn , South Dakota,74,2,46,111
637,Sully , South Dakota,34,2,46,119
638,Lincoln , South Dakota,1476,2,46,83
639,Hand , South Dakota,43,2,46,59
640,Lake , South Dakota,349,2,46,79
641,Lawrence , South Dakota,900,2,46,81
642,Yankton , South Dakota,1164,2,46,135
643,Codington , South Dakota,682,2,46,29
644,Beadle , South Dakota,1979,2,46,5
645,Butte , South Dakota,392,2,46,19
646,Corson , South Dakota,216,2,46,31
647,Davison , South Dakota,733,2,46,35
648,Edmunds , South Dakota,85,2,46,45
649,Campbell , South Dakota,37,2,46,21
650,Jerauld , South Dakota,94,2,46,73
651,Bennett , South Dakota,208,2,46,7
652,Haakon , South Dakota,33,2,46,55
653,Stanley , South Dakota,74,2,46,117
654,Jones , South Dakota,24,2,46,75
655,Meade , South Dakota,1233,2,46,93
656,Potter , South Dakota,51,2,46,107
657,Turner , South Dakota,221,2,46,125
658,Brown , South Dakota,1383,2,46,13
659,Charles Mix , South Dakota,345,2,46,23
660,Hanson , South Dakota,51,2,46,61
